loan_word;puris_equivalent
rembourseren;weêr uitgheeven, weêrbetaalen, verschieten, uittellen
remedie;helpmiddel, heelmiddel, teeghenmiddel
remedieren;heelen, gheneezen, weeder te recht brengen
rememorieren;herdenken, weederverhaalen, erinneren
reminiscentie;herdenking
remis;remisse, overzetting, overmaaking
remissibel;vergheevelijk
remissie;verghiffenis, vergheeving, verslapping, quijtschelding, overwijzing
remittent;wisselbriefs verwerper, wisselbriefs te rugghe zender
remitteren;overzetten, overmaaken, quijtschelden, weederzenden, vergheeven
remonstrant;vertoogher, vertooner, aanwijzer
remonstrantie;vertoogh, vertooning
remonstreren;vertoonen, vertooghen
remors;knaaghing, wroeghing
remotie;weghdoening
removeren;weeren, afwenden, weghneemen, verschuiven, afweeren
rempart;wal, bólwerk
remueren;verroeren, beweeghen, roeren
remunerateur;belooner
remuneratie;belooning, weederschenking
remunereren;beloonen, verghelden, weederschenken
rencontre;ontmoeting, bejeghening, weedervaaring
rencontreren;ontmoeten, bejeghenen
rendant;reekening-houder
rendevous;verghaderplaets
renfort;versterking
renforteren;versterken
renieren;loochenen, ontkennen, verzaaken
renommée;vermaardheidt
renommeren;vermaardt maaken, vermaaren
renonceren;ontzegghen, opzegghen, verzaaken, afstaan, weederboodschappen, verkondighen, verklaaren
renonciatie;ontzegghing, opzegghing, afstaaning, verkondighing, verklaaring, weederboodschapping
renovatie;vernieuwing
renoveren;renouvelleren, vernieuwen
renunciatie;ziet renonciatie
renvers;omkeer, ontkrachtighing
renversaal brieven;ontkrachtingbrieven, teeghenblijkbrieven, weederbrieven
renverseren;verkeeren, omkeeren
renversie;omkeering
renvoy;verzending, weederzending
renvoyeren;verzenden, weederzenden
reparabel;herstelbaar, verghoedtbaar
reparateur;vermaaker, versteller
reparatie;vermaaking, verghoedingh, hermaaking, herstelling
repareren;vermaaken, verghoeden
repartiëren;verdeelen
repartitie;bedeelingh, andeel, verdeeling
repelleren;verdrijven, te rugh drijven, afkeeren
repeteren;herhaalen, weederhaalen, weedereisschen
repetitie;herhaaling, verhaaling
repignoratie;pandtlóssing
repignoreren;pandtlóssen
repleren;vervullen
repletie;vervulling
replicate;antwoordelijk, weêrvouwighlijk
replicatie;ontvouwing, hervouwing, herhaaling, teeghendeel, teeghenweer, weederantwoordt
repliceren;weederzegghen, weederantwoorden, teeghenweeren, teeghenweer
replijcq;weederzegghing, weederantwoordt, verantwoording, teeghenweer
reponeren;herstellen, weederstellen, teeghenstellen
repoos;rust
reposeren;rusten, verpoozen
reprehenderen;berispen, bestraffen
reprehensibel;berispelijk
reprehensie;berisping, bestraffing
represalie;weederneeming
representatie;vertooning, plaatsvulling
representeren;vertoonen, plaatsvullen, verbeelden, afbeelden
reprimende;bedwang, bestraffing
reprimeren;verdrukken, bedwingen
reprinse;hervatting
repriseren;herschatten
reprobatie;verwerping, wraaking, verspuwing
reproberen;verwerpen, wraaken
reprochabel;verwijtelijk
reprochant;verwyter: ghetuighen wraaker
reproche;berisping, verwijting: ghetuighen wraaking
reprocheren;berispen, verwijten: ghetuighen wraaken
reproduceren;weedervoortbrengen
reproductie;weedervoortbrenging
repromissie;weederbelófte, teeghenbelófte
repromitteren;weeder, ófte teeghenbelooven
reprouveren;wraaken
republijcque;ghemeenbest, ghemeintenstaat
repudiatie;verlaating, verstooting, echtbreeking
repudie;verstooting, echtscheiding, echtbreek, trouwbelofts breeking
repudiëren;verstooten, verlaaten, echtbreeken
repugnant;teeghenstrijdigh
repugnantie;teeghenheidt, teeghenstreevigheidt ófte weêrstreevigheidt
repugneren;bevechten, teeghenstrijden
repulsie;verdrijving, afweering
reputabel;achtbaar
reputatie;achting, achtbaarheidt
reputatieus;achtbaar
reputeren;achten, weederopdenken, herachten
requerant;verzoeker
request;verzoek, verzoekschrift
request civil;heusch verzoek
requesteren;verzoeken
requirant;eischer, verzoeker, begheerer
requireren;verzoeken, eischen, vereischen, naerstelijkzoeken
requisit;vereisch, ’t verzochte, ’t begheerde
requisitie;verzoek
requisitoriaal;verzoekigh, verzoekende
requisitorien;verzoekbrieven, verzoekingen
rescinderen;afsnijden, afbreeken, vernietighen
rescissie;afsnyding
rescontre;ontmoeting, weedervaaring, bejegening
rescontreren;ontmoeten, weedervaaren
rescriberen;antwoorden, weederschrijven
rescript;rechtsverzoek, antwoordt
rescriptie;schrift, weederschrijving, antwoordt
reseceren;afsnijden
resentieren;ghevoelen, betaalt zetten
resentiment;ghevoelen, bevoeligheidt
reservatie;behouding
reserveren;behouden, voorhouden, voorbehouden, bewaaren
resico;ghevaar
resident;verblijver, plaatshouder
residentie;verblijf, verhouding, zitting, wooning
resideren;verblijven, verhouden, zitten
resignatie;overwijzing
resigneren;overwyzen, overlaaten
resipiscentie;boetvaerdigheidt, bekeering
resistentie;weederstandt, teeghenstandt
resisteren;weederstaan, teeghenstaan
resistibel;weêrstaanlijk
resolubel;ontlósselijk
resolut;onbeteutert, lustigh, vrypóstigh
resolutie;voorneeming, opzet, besluit: ontlóssing, ontbinding, ontknooping:
resolveren;voorneemen, besluiten: ontlóssen, ontbinden
resonantie;klank luiding, weêrklank
resort;bestek, kaveling, strekking, onderhooring, rechtsban
resorteren;ghehooren, onderhooren
respect;ontzagh, ghezagh, anzien, opzicht
respecteren;eerbieden, ontzien, eerbewijzen
respectijf;onderling, opzichtigh, byzonder, byzonderlijk
respijt;uitstel, tijdtghunning
respiratie;aassemhaaling
respireren;aassemhaalen, ademscheppen
respondant;antwoorder
responderen;antwoorden, verantwoorden: anpassen, ghelijk zijn, overeenkomen
responsabel;verantwoordelijk
responsie;antwoordt
ressentieren;ghevoelen, betaalt zetten
ressentiment;ghevoelen, bevoeligheidt
restabiliëren;weederoprechten, herstellen
restablissement;weederoprechting, herstelling
restauratie;oprechting, weederoprechting, vernieuwing
restaureren;oprechten, weederoprechten
reste;overblijfsel, overschót
resteren;overblijven, overschieten
restipulatie;weederbelooving
restipuleren;weederbelooven, teeghenbelooven
restitueren;herstellen, weedergheeven
restitutie;herstelling, weedergheeving, verghoeding
restoir;overschót, overblijfsel, verghoeding, weedergheeving
restrict;verknócht
restrictie;vervang, inbinding
restrictien;inbanden
restringeren;inprangen, intrekken
resultatie;weêrspringing, opsprong, opstandt, ontstaaning
resulteren;weêrspringen, opspringen, ontstaan, ontspringen
resumeren;herhaalen, hervatten, herneemen
resumtie;herhaaling, hervatting, herneeming
resurgeren;weederopstaan, verrijzen
resurrectie;verrijzenis, weederopstanding
resuscitatie;weederopwekking
resusciteren;verwekken, weederopwekken
retardatie;vertoeving, verachtering
retardement;vertoeving, ophouding
retarderen;vertoeven, ophouden, verachteren, wachten
retentie;onthouding, anhouding, vasthouding
retenue;weêrhouding
reticentie;verzwijghing
reticeren;zwijghen, verzwijghen
retineren;onthouden, behouden, weêrhouden, anhouden, vasthouden
retireren;aarzeelen, vertrekken
retorica;enz zoekt rhetorica, enz
retorqueren;verdraayen, verkeeren, te rugh drijven
retorsie;omdraaying, omwending, te rugh drijving
retour;weêrkeer, keer, weederomkeer
retouren;weederoverghezondene koopmanschappen
retourneren;weêrkeeren, keeren
retract;naasting, benaadering
retractabel;herroepelijck, weederroelijk, herdoenelijk
retractatie;herhandeling, herroeping, herdoening
retracteren;herroepen, herdoen
retraict;vertrek, wijk, vertrekwal
retrenchement;besnijding, afsnijding, vertrekwal
retrencheren;afsnijden, besnoeyen
retroacte;voorghedaane verhandeling, verhandelde onderhandeling, neederghaande dingtaal, te vooren ghehoudene dingtaal
retrogradatie;achterwaarts ghaaning
reumatijcq;koudtvochtigh, nat
reüsseren;ghelukken, uitvallen
revalescentie;weederghezondtwording
reveille;opwekking, optoght, ontwaaking
reveilleren;opwekken, ontwaaken
revelatie;openbaaring, ontdekking
reveleren;openbaaren
revenge;wraak, weerwraak
revengeren;wreeken
revenue;inkomste
reverberatie;weêrslaaning, weederomslaaning
reverbereren;weederslaan
reverentie;eerbieding, eerbiedigheidt, eerbewijs
revereren;ontzien, eeren, eerbewijzen
revideren;reviseren, overzien, herzien, weederoverzien
reviseur;overziener
revisie;herziening, weederoverziening
revocabel;herroepelijk
revocatie;herroeping, intrekking
revoceren;weederroepen, herroepen
revolte;oploop, afval
revolteren;afvallen, omwenden, omkeeren
revolutie;omwinding, omwenteling, omloop, omrólling, omdraaying
revolveren;ontwinden, omwenden, omloopen, omwentelen, omrollen
revoqueren;herroepen, weederroepen
rhetorica;reedenrijkkonst, welspreekendheidts konst
rhetorijker;rhetorizijn, reedenrijker
rhetorizeren;reedenrijken
ribaudt;boef
ridicule;ridiculeux, belacchelijk
rigeur;strafheidt, strengheidt
rigoureux;streng
riole;ghoot, verlaat
rival;meêvryer, minnemaat, teeghenvryer
roboratie;sterking, versterking
roboreren;sterken
robust;sterk
roturier;onedel
route;verstrooying
royaal;koninglijk
royeren;uitdoen, uitschrabben
rubrijk;afteikening: roodtschrift: roode aarde
rude;hardt, rouw, onbeschaaft, onervaaren
rudiment;beghinlesse, ontwerp, schets
ruine;vernieling, neederstorting
ruineren;vernielen, neederslaan, te ghronde werpen, verwoesten
ruineux;bouwvalligh
ruminatie;herkaauwing, herhaaling
rumineren;herkaauwen
rumoer;gherucht, ghetier
rumperen;breeken
ruptie;breeking
rupture;breuk
ruse;loosheidt, list
rusticq;boersch
rustier;boer, landtbouwer
sabbath;rustdagh
sabbatharis;rustdaghsonderhouder, rustdaghdrijver
saccage;plondering
saccageren;plonderen, rooven, stroopen
sacerdotaal;priesterlijk
sacrament;heilteiken, eedtbondt, heilduitsel, heilvertooning, heilmerk, verbondtsteeken
sacramenteel;heilteekenigh, eedtbondigh
sacratie;heilighing, wying
sacreren;heilighen, wyen
sacrificateur;ófferaar, ófferpriester, ófferman
sacrificeren;ófferen, toeheilighen
sacrificie;toeheilighing, heilighing, ófferhande
sacrilegie;kerkroof, kerkdievery
sacristie;heilighdom
saiseren;vatten, antasten, anvaerden
saisie;genieting, bezit, antasting
salariëren;bezóldighen, loonen
salaris;wedde, loon, bezólding, werkloon, huurloon
salderen;effenen, reekening sluiten
saldo;slót, slót van afreekening
saluatie;beghroeting
saluëren;beghroeten
salut;heil, zaaligheidt, ghroetenis, welvaaren
salutair;heilzaam, zaalighmaakend
salutatie;ghroetenis, ghroeting, beghroeting, heilwensching
saluteren;ghroeten, beghroeten
salvatie;bewaaring, beschut, behouding
salveconduit;vrygheleyseel, vrygheleybrief
salveren;berghen, in veiligheit brengen, veilighen, behouden, bewaaren
salvo-schieten;ghoêreis-scheut doen
sanctificatie;heilighmaaking
sanctificeren;heylighmaaken
sanctimonie;sanctiteit, heiligheidt
sanglant;bloedigh
sanguijn;bloedrijk
sapientie;wijsheidt
sapperen;onderghraaven
satira;steekdicht
satisdatie;genoeghgheeving, bórghstelling
satisfactie;voldoening, ghenoeghdoening, ghemoedhebbing, leesting
saufconduit;vrygheley
sauvegarde;bescherming, beschutting, vrye waarnis, hoede: vrygheleyde, vrygheleybrief
saysoen;ghety
scabel;bank, voetbank
scabreux;rouw, ruigh, schrabbigh, schurft
scandaal;anstoot, erghernis
scandaleux;ergherlijk, anstootelijk
scandalisatie;anstoot gheeving, schending
scandaliseren;ergheren, anstoot gheeven, schenden
scarificatie;scherving
scarifiëren;scherven
scedule;handtschrift, seel, briefken, rolleken
scelereux;schelmachtigh
scene;tooneel, uitkomst: raduis
scepter;koninksstaf, rijkstaf
scholarch;schoolvooghdt, schoolopziener, schoolhoofdt
scholasticq;schoolsch: leerjongenachtigh
scholasticque doctoren;schoolgheleerde
sciatica;heuppijn, hupjicht
scientie;weetenschap
scintillatie;ghlinstering, tinteling, vonking
scintilleren;tintelen
scismatijcq;scheurmaaker, scheurzuchtigh
scisme;scheuring, tweespalt
scortatie;hoereering, hoerery
scorteren;hoereeren
scriptie;schrijving
scrupule;angst, ghewicht, steentje van twintigh ghreinen, bekommering, schroom
scrupuleux;angstigh, achterkoussigh, schroomigh
scrupulositeit;naauwghezetheidt
scrutatie;naezoeking, doorghronding
scruteren;doorsnuffelen, nazoeken, doorghronden, onderzoeken
scurril;fieltachtigh, ghuitachtigh
scurrilliteit;fieltery, rabauwery, deughnietery
secederen;afwijken, ter zyden wijken
secessie;afwijking
secluderen;afsluiten, uitsluiten, buitensluiten
secluis;uitgheslooten
seclusie;afsluiting, uitsluiting
second flancq;strijkplat
seconde;tweede
seconderen;bystaan, ondervangen, helpen
secourabel;behulpigh, behulpzaam
secoureren;te hulp komen
secours;bystandt, hulp
secreet;gheheim, verborghen
secreetelijk;heymelijk
secretaris;raadtschrijver, gheheimschrijver, schriftheer, gherechtschrijver, stadtschrijver
secretary;gheheimschrijfkamer, stadtsschrijfkamer
secreteren;verberghen, verhoolen houden, verzwijghen, stil houden, gheheim
sectaris;anhanger, navólgher
secte;anhang, ghedeeltheidt, ghezindtheidt
sectie;snijding
seculier;weereldlijk
securiteit;veiligheidt, onbekommerdheidt, onbeschroomdheidt, gherustheidt, zórghloosheidt, zeekerheidt
secuur;zórgheloos, onbekommerdt, veiligh
seditie;oproer
seditieux;oproerigh
seduceren;verleiden, afleiden
seducteur;verleider
seductie;verleiding, afleiding
segment;afsnijdtsel
segregatie;afscheiding
segregeren;afscheiden
seigneur;heer
seigneurie;heerschappy, heerlijkheidt
sejour;verblijf, verblijfplaats
sejourneren;verblijven, woonen
sejunctie;onderscheiding, afzondering
sejungeren;afzonderen, scheiden
selectie;uitkiezing, verkiezing
seligeren;verkiezen
semblant;ghelaat, schijn
senaat;raadt, vroedschap, raadtsverghadering
senateur;raadtsheer
senior;ouderling
sensibel;ghevoeligh
sensibiliteit;ghevoeligheidt
sententie;vonnis, oordeel, ’t ghewijsde, zinspreuk, spreuk, gevoelen
sententie diffinitif;eindoordeel
sententie interlocutoir;byoordeel, tusschenghewijsde
sententie provisioneel;middelerwijs, ghewijsde
sententiëren;vonnissen, oordeel vellen, wijzen
sententieux;zinspreukigh
sentiment;ghevoeligheidt, ghevoelen
sentinel;schildtwacht
separabel;onderscheidelijk, scheibaar
separatie;scheiding
separeren;scheiden
sepiment;tuin, tuining, heining, schutting
seponeren;weghlegghen, ter zijden legghen
sepositie;weghlegghing
september;herfstmaandt, speltemaandt, gharstemaandt
septentie;noordt
septentrionaal;noordelijk, noordsch
sepulchre;ghraf
sepulture;beghraffenis, ghraf
sequele;ghevólgh
sequeren;vólghen, navólghen
sequestratie;bylegghing, overghift, verschilgoedtbewaaring, inbewaarderhandtstelling
sequestre;scheidsman, krakkeelghoedtverzórgher, ófte bewaarer zeghsman
sequestreren;overgheeven, in bewaaring stellen, verblijven
serenade;avendtzang, avendtliedt, avendtspel, avendteerzang
sereniteit;helderheidt
sergeant;bediener, rechtsbode: ghelidtsluiter
serieux;ernstigh
sermocinatie;reedeeneering
sermocineren;reedeneeren, reedenvoeren
sermoen;leerreeden, vermaaning, reeden, spraak
serpent;slang
servateur;behoeder, behouder
serviet;handtdoek, voorlaken
servil;slaafsch, slaafachtigh
serviteur;dienaar
servituit;dienstbaarheidt
sessie;zitting
seurete;en seurete de corps, vrygheleide, vrygheleibrief
seureteit;veiligheidt
seveer;ghestreng
severiteit;hardigheidt, strengheidt
sexe;gheslacht, kunne
sicaneren;moorden
sicanerie;moorderye
sicaneur;moorder
signaal;teiken
signaleren;bekent maaken, teikenen
signature;teikening, onderteikening
signeren;teikenen, onderteikenen
signet;zeeghelring, merkring
significant;duidelijk
significatie;beteikening
signifiëren;beteikenen
silentie;stilzwijghing
sileren;zwijghen
simonie;amptkooping, gheestelijke amptkooping
simpel;enkel, eenvoudigh, slecht, onnoozel
simpliciteit;eenvoudigheidt, slechtigheidt, eenvuldigheidt
simulateur;veinzer
simulatie;veinzing, bewimpeling
simuleren;veinzen, bewimpelen
sinceer;oprecht, eenvoudigh
sinceriteit;oprechtigheidt
singulariteit;byzonderheidt
singulier;byzonder, zonderling
sinister;slinksch, valsch
sinisterlijk;valschelijk, met bedrógh
sisteren;instaan, instellen, stuiten, ophouden, stil doen staan: in recht stellen
situatie;standt, gheleeghenheidt
sober;nuchter, zuinigh, spaarzaam, schaars, schraal
sobereren;spaaren
sobriëteit;nuchterheidt, spaarzaamheidt, ghemaatighdtheidt
sociaal;ghezelschappigh, ghezelligh
